anio,mes,linea,linea-uri,linea-cdmx,same_as_wikidata_linea,estacion-uri,same_as_wikidata_estaciones,afluencia-media
2012,Mayo,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Guelatao,https://wikidata.org/entity/Q6824577,21647.451612903227
2012,Mayo,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,La Paz,https://wikidata.org/entity/Q6824608,36307.16129032258
2012,Mayo,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Los Reyes,https://wikidata.org/entity/Q6824612,24111.064516129034
2012,Mayo,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Pantitlán,https://wikidata.org/entity/Q3352997,91758.19354838709
2012,Mayo,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Peñón Viejo,https://wikidata.org/entity/Q9058930,17280.354838709678
2012,Mayo,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Santa Marta,https://wikidata.org/entity/Q9074085,33513.354838709674
2012,Mayo,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Tepalcates,https://wikidata.org/entity/Q6824730,18039.612903225807
2012,Noviembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Acatitla,https://wikidata.org/entity/Q6824469,13439.533333333333
2012,Noviembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Agrícola Oriental,https://wikidata.org/entity/Q8191806,9249.5
2012,Noviembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Canal de San Juan,https://wikidata.org/entity/Q6824517,12760.633333333333
2012,Noviembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Guelatao,https://wikidata.org/entity/Q6824577,17745.9
2012,Noviembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,La Paz,https://wikidata.org/entity/Q6824608,29811.566666666666
2012,Noviembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Los Reyes,https://wikidata.org/entity/Q6824612,16987.1
2012,Noviembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Pantitlán,https://wikidata.org/entity/Q3352997,90670.26666666666
2012,Noviembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Peñón Viejo,https://wikidata.org/entity/Q9058930,13309.6
2012,Noviembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Santa Marta,https://wikidata.org/entity/Q9074085,25606.733333333334
2012,Noviembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Tepalcates,https://wikidata.org/entity/Q6824730,15182.933333333332
2012,Octubre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Acatitla,https://wikidata.org/entity/Q6824469,17496.41935483871
2012,Octubre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Agrícola Oriental,https://wikidata.org/entity/Q8191806,11380.516129032258
2012,Octubre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Canal de San Juan,https://wikidata.org/entity/Q6824517,14688.193548387097
2012,Octubre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Guelatao,https://wikidata.org/entity/Q6824577,22883.612903225807
2012,Octubre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,La Paz,https://wikidata.org/entity/Q6824608,35044.1935483871
2012,Octubre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Los Reyes,https://wikidata.org/entity/Q6824612,24388.387096774193
2012,Octubre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Pantitlán,https://wikidata.org/entity/Q3352997,93540.41935483871
2012,Octubre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Peñón Viejo,https://wikidata.org/entity/Q9058930,16771.74193548387
2012,Octubre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Santa Marta,https://wikidata.org/entity/Q9074085,32284.0
2012,Octubre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Tepalcates,https://wikidata.org/entity/Q6824730,18826.032258064515
2012,Septiembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Acatitla,https://wikidata.org/entity/Q6824469,15742.6
2012,Septiembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Agrícola Oriental,https://wikidata.org/entity/Q8191806,10747.166666666666
2012,Septiembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Canal de San Juan,https://wikidata.org/entity/Q6824517,14358.533333333333
2012,Septiembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Guelatao,https://wikidata.org/entity/Q6824577,22082.066666666666
2012,Septiembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,La Paz,https://wikidata.org/entity/Q6824608,32568.933333333334
2012,Septiembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Los Reyes,https://wikidata.org/entity/Q6824612,23093.9
2012,Septiembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Pantitlán,https://wikidata.org/entity/Q3352997,87445.33333333333
2012,Septiembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Peñón Viejo,https://wikidata.org/entity/Q9058930,15628.9
2012,Septiembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Santa Marta,https://wikidata.org/entity/Q9074085,29857.9
2012,Septiembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Tepalcates,https://wikidata.org/entity/Q6824730,18726.733333333334
2013,Abril,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Acatitla,https://wikidata.org/entity/Q6824469,14076.333333333334
2013,Abril,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Agrícola Oriental,https://wikidata.org/entity/Q8191806,9341.833333333334
2013,Abril,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Canal de San Juan,https://wikidata.org/entity/Q6824517,13870.566666666668
2013,Abril,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Guelatao,https://wikidata.org/entity/Q6824577,19335.9
2013,Abril,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,La Paz,https://wikidata.org/entity/Q6824608,33423.76666666667
2013,Abril,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Los Reyes,https://wikidata.org/entity/Q6824612,16010.7
2013,Abril,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Pantitlán,https://wikidata.org/entity/Q3352997,97604.43333333333
2013,Abril,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Peñón Viejo,https://wikidata.org/entity/Q9058930,13911.733333333334
2013,Abril,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Santa Marta,https://wikidata.org/entity/Q9074085,27564.633333333335
2013,Abril,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Tepalcates,https://wikidata.org/entity/Q6824730,15731.6
2013,Agosto,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Acatitla,https://wikidata.org/entity/Q6824469,14094.064516129032
2013,Agosto,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Agrícola Oriental,https://wikidata.org/entity/Q8191806,9992.129032258064
2013,Agosto,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Canal de San Juan,https://wikidata.org/entity/Q6824517,14362.451612903225
2013,Agosto,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Guelatao,https://wikidata.org/entity/Q6824577,19023.58064516129
2013,Agosto,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,La Paz,https://wikidata.org/entity/Q6824608,34289.41935483871
2013,Agosto,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Los Reyes,https://wikidata.org/entity/Q6824612,20172.290322580644
2013,Agosto,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Pantitlán,https://wikidata.org/entity/Q3352997,93685.7741935484
2013,Agosto,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Peñón Viejo,https://wikidata.org/entity/Q9058930,13869.387096774193
2013,Agosto,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Santa Marta,https://wikidata.org/entity/Q9074085,28148.58064516129
2013,Agosto,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Tepalcates,https://wikidata.org/entity/Q6824730,14980.451612903225
2013,Diciembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Acatitla,https://wikidata.org/entity/Q6824469,13715.709677419354
2013,Diciembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Agrícola Oriental,https://wikidata.org/entity/Q8191806,9225.129032258064
2013,Diciembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Canal de San Juan,https://wikidata.org/entity/Q6824517,12861.193548387097
2013,Diciembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Guelatao,https://wikidata.org/entity/Q6824577,15273.225806451614
2013,Diciembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,La Paz,https://wikidata.org/entity/Q6824608,30891.290322580644
2013,Diciembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Los Reyes,https://wikidata.org/entity/Q6824612,18805.25806451613
2013,Diciembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Pantitlán,https://wikidata.org/entity/Q3352997,44540.22580645161
2013,Diciembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Peñón Viejo,https://wikidata.org/entity/Q9058930,13457.322580645161
2013,Diciembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Santa Marta,https://wikidata.org/entity/Q9074085,22604.645161290322
2013,Diciembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Tepalcates,https://wikidata.org/entity/Q6824730,12282.258064516129
2013,Enero,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Acatitla,https://wikidata.org/entity/Q6824469,12825.935483870968
2013,Enero,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Agrícola Oriental,https://wikidata.org/entity/Q8191806,9044.677419354839
2013,Enero,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Canal de San Juan,https://wikidata.org/entity/Q6824517,12431.225806451614
2013,Enero,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Guelatao,https://wikidata.org/entity/Q6824577,16163.677419354839
2013,Enero,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,La Paz,https://wikidata.org/entity/Q6824608,29242.483870967742
2013,Enero,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Los Reyes,https://wikidata.org/entity/Q6824612,16884.548387096773
2013,Enero,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Pantitlán,https://wikidata.org/entity/Q3352997,88736.51612903226
2013,Enero,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Peñón Viejo,https://wikidata.org/entity/Q9058930,11892.774193548386
2013,Enero,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Santa Marta,https://wikidata.org/entity/Q9074085,25077.032258064515
2013,Enero,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Tepalcates,https://wikidata.org/entity/Q6824730,14034.161290322581
2013,Febrero,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Acatitla,https://wikidata.org/entity/Q6824469,13516.07142857143
2013,Febrero,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Agrícola Oriental,https://wikidata.org/entity/Q8191806,9328.17857142857
2013,Febrero,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Canal de San Juan,https://wikidata.org/entity/Q6824517,13381.214285714286
2013,Febrero,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Guelatao,https://wikidata.org/entity/Q6824577,19235.714285714286
2013,Febrero,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,La Paz,https://wikidata.org/entity/Q6824608,31541.071428571428
2013,Febrero,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Los Reyes,https://wikidata.org/entity/Q6824612,17391.785714285714
2013,Febrero,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Pantitlán,https://wikidata.org/entity/Q3352997,95430.17857142857
2013,Febrero,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Peñón Viejo,https://wikidata.org/entity/Q9058930,13786.392857142857
2013,Febrero,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Santa Marta,https://wikidata.org/entity/Q9074085,26849.464285714286
2013,Febrero,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Tepalcates,https://wikidata.org/entity/Q6824730,15280.714285714286
2013,Julio,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Acatitla,https://wikidata.org/entity/Q6824469,13374.161290322581
2013,Julio,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Agrícola Oriental,https://wikidata.org/entity/Q8191806,9295.41935483871
2013,Julio,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Canal de San Juan,https://wikidata.org/entity/Q6824517,12202.774193548386
2013,Julio,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Guelatao,https://wikidata.org/entity/Q6824577,15134.774193548386
2013,Julio,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,La Paz,https://wikidata.org/entity/Q6824608,30995.612903225807
2013,Julio,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Los Reyes,https://wikidata.org/entity/Q6824612,18722.064516129034
2013,Julio,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Pantitlán,https://wikidata.org/entity/Q3352997,85802.87096774194
2013,Julio,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Peñón Viejo,https://wikidata.org/entity/Q9058930,12653.451612903225
2013,Julio,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Santa Marta,https://wikidata.org/entity/Q9074085,26147.8064516129
2013,Julio,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Tepalcates,https://wikidata.org/entity/Q6824730,12938.58064516129
2013,Junio,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Acatitla,https://wikidata.org/entity/Q6824469,13331.6
2013,Junio,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Agrícola Oriental,https://wikidata.org/entity/Q8191806,9451.866666666667
2013,Junio,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Canal de San Juan,https://wikidata.org/entity/Q6824517,12779.0
2013,Junio,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Guelatao,https://wikidata.org/entity/Q6824577,15811.5
2013,Junio,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,La Paz,https://wikidata.org/entity/Q6824608,29969.633333333335
2013,Junio,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Los Reyes,https://wikidata.org/entity/Q6824612,17143.066666666666
2013,Junio,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Pantitlán,https://wikidata.org/entity/Q3352997,84843.33333333333
2013,Junio,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Peñón Viejo,https://wikidata.org/entity/Q9058930,13304.1
2013,Junio,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Santa Marta,https://wikidata.org/entity/Q9074085,26645.833333333332
2013,Junio,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Tepalcates,https://wikidata.org/entity/Q6824730,13906.266666666666
2013,Marzo,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Acatitla,https://wikidata.org/entity/Q6824469,12641.838709677419
2013,Marzo,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Agrícola Oriental,https://wikidata.org/entity/Q8191806,8526.258064516129
2013,Marzo,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Canal de San Juan,https://wikidata.org/entity/Q6824517,12461.161290322581
2013,Marzo,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Guelatao,https://wikidata.org/entity/Q6824577,16389.451612903227
2013,Marzo,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,La Paz,https://wikidata.org/entity/Q6824608,28155.516129032258
2013,Marzo,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Los Reyes,https://wikidata.org/entity/Q6824612,16057.387096774193
2013,Marzo,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Pantitlán,https://wikidata.org/entity/Q3352997,86618.19354838709
2013,Marzo,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Peñón Viejo,https://wikidata.org/entity/Q9058930,12530.41935483871
2013,Marzo,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Santa Marta,https://wikidata.org/entity/Q9074085,25329.935483870966
2013,Marzo,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Tepalcates,https://wikidata.org/entity/Q6824730,14621.58064516129
2013,Mayo,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Acatitla,https://wikidata.org/entity/Q6824469,13923.032258064517
2013,Mayo,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Agrícola Oriental,https://wikidata.org/entity/Q8191806,9757.129032258064
2013,Mayo,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Canal de San Juan,https://wikidata.org/entity/Q6824517,13496.516129032258
2013,Mayo,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Guelatao,https://wikidata.org/entity/Q6824577,17487.548387096773
2013,Mayo,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,La Paz,https://wikidata.org/entity/Q6824608,32497.1935483871
2013,Mayo,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Los Reyes,https://wikidata.org/entity/Q6824612,16699.322580645163
2013,Mayo,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Pantitlán,https://wikidata.org/entity/Q3352997,89759.3870967742
2013,Mayo,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Peñón Viejo,https://wikidata.org/entity/Q9058930,13474.838709677419
2013,Mayo,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Santa Marta,https://wikidata.org/entity/Q9074085,27070.064516129034
2013,Mayo,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Tepalcates,https://wikidata.org/entity/Q6824730,14687.677419354839
2013,Noviembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Acatitla,https://wikidata.org/entity/Q6824469,13964.566666666668
2013,Noviembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Agrícola Oriental,https://wikidata.org/entity/Q8191806,9865.7
2013,Noviembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Canal de San Juan,https://wikidata.org/entity/Q6824517,14489.5
2013,Noviembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Guelatao,https://wikidata.org/entity/Q6824577,18163.5
2013,Noviembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,La Paz,https://wikidata.org/entity/Q6824608,32325.866666666665
2013,Noviembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Los Reyes,https://wikidata.org/entity/Q6824612,19889.533333333333
2013,Noviembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Pantitlán,https://wikidata.org/entity/Q3352997,91577.96666666666
2013,Noviembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Peñón Viejo,https://wikidata.org/entity/Q9058930,13313.133333333333
2013,Noviembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Santa Marta,https://wikidata.org/entity/Q9074085,27127.833333333332
2013,Noviembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Tepalcates,https://wikidata.org/entity/Q6824730,14887.7
2013,Octubre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Acatitla,https://wikidata.org/entity/Q6824469,14353.967741935483
2013,Octubre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Agrícola Oriental,https://wikidata.org/entity/Q8191806,10337.677419354839
2013,Octubre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Canal de San Juan,https://wikidata.org/entity/Q6824517,14199.677419354839
2013,Octubre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Guelatao,https://wikidata.org/entity/Q6824577,18696.8064516129
2013,Octubre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,La Paz,https://wikidata.org/entity/Q6824608,34701.645161290326
2013,Octubre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Los Reyes,https://wikidata.org/entity/Q6824612,20234.870967741936
2013,Octubre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Pantitlán,https://wikidata.org/entity/Q3352997,93505.96774193548
2013,Octubre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Peñón Viejo,https://wikidata.org/entity/Q9058930,13627.0
2013,Octubre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Santa Marta,https://wikidata.org/entity/Q9074085,27819.032258064515
2013,Octubre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Tepalcates,https://wikidata.org/entity/Q6824730,15016.483870967742
2013,Septiembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Acatitla,https://wikidata.org/entity/Q6824469,12895.866666666667
2013,Septiembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Agrícola Oriental,https://wikidata.org/entity/Q8191806,9924.3
2013,Septiembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Canal de San Juan,https://wikidata.org/entity/Q6824517,13875.233333333334
2013,Septiembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Guelatao,https://wikidata.org/entity/Q6824577,17958.0
2013,Septiembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,La Paz,https://wikidata.org/entity/Q6824608,30965.0
2013,Septiembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Los Reyes,https://wikidata.org/entity/Q6824612,17984.033333333333
2013,Septiembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Pantitlán,https://wikidata.org/entity/Q3352997,87734.96666666666
2013,Septiembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Peñón Viejo,https://wikidata.org/entity/Q9058930,12634.266666666666
2013,Septiembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Santa Marta,https://wikidata.org/entity/Q9074085,25566.8
2013,Septiembre,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Tepalcates,https://wikidata.org/entity/Q6824730,14292.7
2014,Abril,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Acatitla,https://wikidata.org/entity/Q6824469,13598.566666666668
2014,Abril,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Agrícola Oriental,https://wikidata.org/entity/Q8191806,10040.9
2014,Abril,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Canal de San Juan,https://wikidata.org/entity/Q6824517,12881.833333333334
2014,Abril,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Guelatao,https://wikidata.org/entity/Q6824577,16260.066666666668
2014,Abril,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,La Paz,https://wikidata.org/entity/Q6824608,35548.7
2014,Abril,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Los Reyes,https://wikidata.org/entity/Q6824612,18588.366666666665
2014,Abril,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Pantitlán,https://wikidata.org/entity/Q3352997,80636.16666666667
2014,Abril,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Peñón Viejo,https://wikidata.org/entity/Q9058930,12262.233333333334
2014,Abril,Linea A,linea-A,Mexico City Metro Line A,https://www.wikidata.org/wiki/Q3239049,Santa Marta,https://wikidata.org/entity/Q9074085,25347.033333333333
